"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"1766","Yes","no",132.6,125,127.9,101,12.7,2,4
"1767","No","no",182.3,64,171.6,96,11.6,7,2
"1768","No","no",192.3,86,229.4,120,10.5,3,2
"1769","Yes","yes",122,110,179.7,124,10.8,2,2
"1770","No","no",193,101,133.3,79,9.6,2,2
"1771","No","no",158.6,112,252.9,106,9.1,3,0
"1772","No","no",91.5,125,229,99,12.7,8,2
"1773","No","no",153.6,92,114.5,89,12.5,10,1
"1774","No","yes",221.6,79,222.4,124,11.5,3,1
"1775","No","no",244.7,81,281.5,87,6.6,1,1
"1776","No","no",239.8,103,256.7,106,9.5,4,0
"1777","No","no",172.4,132,228.2,109,11,5,0
"1778","Yes","no",242.5,83,219.6,80,10,3,3
"1779","No","no",117.6,82,236.4,113,11.3,10,2
"1780","No","no",174.5,127,170.5,120,11.3,7,1
"1781","No","no",157.3,83,218.9,129,12,7,1
"1782","No","no",192,97,116.1,125,15.1,3,1
"1783","No","no",218.2,76,141.1,99,8,1,1
"1784","No","no",144.6,97,165.4,148,10.9,3,1
"1785","Yes","yes",153.6,108,214.2,92,14.1,4,0
"1786","No","no",135.8,104,235.6,92,7.9,6,2
"1787","No","no",160.7,69,287.8,144,8.2,5,0
"1788","No","no",202.5,91,169.6,77,7.8,2,1
"1789","No","no",152.2,119,195.7,103,12.3,5,1
"1790","No","no",227.4,90,114.3,99,4.7,7,0
"1791","No","no",191.6,115,210.2,123,9.2,3,2
"1792","No","no",138.9,111,179.5,91,10.8,3,1
"1793","No","no",127,102,231.7,99,6.1,6,0
"1794","No","no",168.6,87,279.8,123,7.3,4,1
"1795","Yes","no",286.6,73,203.7,107,11.5,5,1
"1796","No","no",164.6,121,123.8,131,15.2,4,1
"1797","No","no",144,90,212.4,129,13,4,1
"1798","No","no",141.6,95,203.6,95,10.2,11,0
"1799","No","no",204.3,65,214.7,94,12,4,1
"1800","No","no",163.2,80,87.5,90,6.2,10,1
"1801","No","no",225,110,221.2,93,10.7,4,0
"1802","No","no",176.1,103,263.9,96,8.5,6,2
"1803","No","no",254.2,78,98,125,13.8,7,5
"1804","No","no",174.9,105,210,93,8.5,5,1
"1805","Yes","yes",187.3,118,263.8,112,9.6,2,0
"1806","No","no",211.8,84,217.1,99,10.7,9,3
"1807","No","no",241.9,102,185.6,92,11.7,6,0
"1808","No","no",196.1,103,135.9,71,12.9,1,3
"1809","No","no",231.3,100,217.4,106,12.4,2,3
"1810","No","no",161.6,104,294.8,111,13.8,2,1
"1811","No","no",194,103,227.5,153,11.9,5,0
"1812","No","no",109.7,148,240.3,96,15.4,8,3
"1813","No","yes",277,119,94.4,96,8.3,3,1
"1814","No","no",192.1,83,169.7,138,6.1,3,0
"1815","No","no",198.4,147,112.8,125,13.1,4,0
"1816","No","no",209.2,82,181.6,100,9.5,3,0
"1817","No","no",184.8,98,141.1,116,18.4,3,2
"1818","No","no",167.8,119,190.7,128,7.3,4,2
"1819","No","no",139.2,140,286.5,125,11.8,3,3
"1820","No","no",221.3,82,262.7,87,4.4,4,0
"1821","No","no",121.6,84,243.9,95,8.9,2,1
"1822","No","no",270.4,99,108.9,113,15.4,7,1
"1823","No","no",139.6,94,127.1,88,8.8,4,2
"1824","No","no",253,78,277.8,104,11.8,3,2
"1825","No","no",183.9,83,185.7,125,15,3,1
"1826","No","no",203.3,108,115.9,103,7.8,2,3
"1827","No","no",200.6,106,199.4,128,7.7,2,3
"1828","No","no",167.6,96,250.9,113,13.4,6,2
"1829","No","no",156.5,67,141.9,72,9.9,2,2
"1830","No","no",215.1,140,162.1,117,10.6,10,1
"1831","No","no",301.7,82,72.2,89,10.5,6,1
"1832","No","no",152.3,90,266.9,130,11.3,5,7
"1833","No","no",195.4,116,138.4,134,15.1,11,1
"1834","No","no",208.7,97,182.5,122,8,3,2
"1835","No","no",190.1,87,256.2,130,14.2,6,0
"1836","No","no",185.4,87,218.3,107,8,3,4
"1837","No","no",183.2,95,156.7,95,9.7,3,0
"1838","Yes","yes",54.2,100,171.8,84,8.6,2,1
"1839","No","no",208,115,177.7,144,8.1,9,1
"1840","No","no",230.3,110,247.1,105,13.2,4,1
"1841","No","no",240.8,102,224.6,115,7.1,3,2
"1842","No","no",195.7,119,157.4,94,5.3,3,2
"1843","Yes","no",276.1,82,231.3,73,8.9,4,0
"1844","No","no",166.1,93,243.5,55,16.2,3,2
"1845","Yes","no",135.9,117,207.5,74,11.5,3,4
"1846","Yes","yes",189.1,122,269,116,13.9,3,2
"1847","No","no",177.9,117,161.3,117,11.5,4,1
"1848","No","no",143.9,73,129.2,117,12.5,8,2
"1849","No","yes",148.2,138,197.4,62,8.6,3,2
"1850","Yes","no",287.1,115,216.8,86,13.9,1,2
"1851","Yes","no",179.7,144,212.3,105,9.3,8,1
"1852","Yes","no",165.8,96,144,116,10.9,3,5
"1853","No","no",144.1,144,240,107,14.5,3,1
"1854","No","no",172.5,85,221.6,113,5.9,6,0
"1855","No","no",199.8,138,271.8,94,5.5,4,1
"1856","No","no",109.1,134,91.2,86,10.9,5,2
"1857","No","no",171.8,106,139.4,108,9.7,5,1
"1858","Yes","no",222.3,101,249.4,117,12.1,4,1
"1859","No","no",245.8,102,111.7,103,11.2,7,0
"1860","No","no",164.6,110,230.4,109,8,3,0
"1861","No","no",211.7,107,203.3,108,7.4,7,0
"1862","Yes","yes",147.2,103,184,120,7.7,2,0
"1863","Yes","yes",254.7,103,178.1,103,8,3,0
"1864","No","yes",170.1,113,110.7,78,8.7,4,1
"1865","No","no",195.1,91,203.8,90,11.4,5,0
"1866","Yes","no",149.3,83,149.8,100,7.9,4,7
"1867","Yes","no",81.9,75,213.1,125,8.9,1,2
"1868","No","yes",191.1,109,227.8,60,9.8,3,0
"1869","No","no",206.9,115,197.4,60,8.3,2,3
"1870","Yes","no",239,156,278.2,93,13.5,8,1
"1871","No","no",179.3,97,227.5,114,8,5,0
"1872","No","no",185.3,91,243.6,107,5.5,5,0
"1873","No","yes",141.4,80,323.5,88,8.1,3,2
"1874","No","no",248.6,91,194.3,83,12,1,1
"1875","No","no",152.5,131,185.4,104,4.9,3,2
"1876","No","no",145.6,102,181.5,86,11.4,7,1
"1877","No","no",164.2,116,236.1,119,8.1,1,1
"1878","No","yes",221,115,235.4,117,9.7,4,1
"1879","Yes","no",295.4,126,204.4,123,11.5,2,1
"1880","No","no",139.8,98,201.6,135,9.4,7,2
"1881","Yes","no",162.3,99,255.5,115,14.8,1,4
"1882","Yes","no",272.7,97,235.5,105,7.7,2,0
"1883","No","yes",200.3,75,198.8,91,12.9,3,2
"1884","No","no",157.1,77,184.5,94,11.1,9,1
"1885","No","yes",135.8,60,192.4,98,12.3,7,2
"1886","No","no",236.7,110,164.7,85,12.7,6,1
"1887","No","no",111.4,133,217.2,106,5.5,6,3
"1888","Yes","yes",156.1,89,167.7,95,14.7,3,0
"1889","No","no",191.1,93,84.8,118,12,4,2
"1890","Yes","no",153,123,171.5,76,10.3,15,1
"1891","No","no",218.8,123,85.8,80,10.3,3,4
"1892","No","no",205.4,101,310.5,83,10.3,2,3
"1893","Yes","yes",225.2,111,143.2,146,9.9,1,0
"1894","Yes","no",249.9,127,273.2,98,8.9,6,2
"1895","No","no",131.6,89,256.3,107,10.2,5,3
"1896","No","no",197.9,99,208,120,10.1,9,0
"1897","No","no",166.5,129,257.2,93,9.9,5,1
"1898","No","no",225.4,79,281.1,112,12.9,3,1
"1899","Yes","no",275.8,103,223.9,93,7.4,5,2
"1900","No","no",142.9,105,290,96,10.8,6,1
"1901","No","no",207.2,113,211,87,9.9,1,1
"1902","No","no",206.2,100,196.2,122,10.2,6,1
"1903","No","no",210.3,66,221.6,82,11.2,7,1
"1904","Yes","yes",225.7,117,193.2,125,14,7,1
"1905","Yes","no",167.8,91,130,132,14.5,4,4
"1906","No","no",197.7,118,221,93,7,3,2
"1907","No","no",169.8,105,144.4,92,10.9,4,1
"1908","No","no",190.6,104,211.6,116,9.8,1,2
"1909","No","no",80.3,140,309.2,123,12.8,3,2
"1910","No","no",231.7,110,201.7,89,12.1,2,0
"1911","No","no",69.1,114,256.7,96,6.5,4,0
"1912","No","no",188.8,60,220.1,100,8.2,7,4
"1913","Yes","no",150.6,125,221.2,104,10.4,8,8
"1914","No","no",192,89,187.4,102,5.5,4,2
"1915","No","no",163.7,78,134.1,118,9.9,3,3
"1916","No","no",211.7,100,301.7,136,6.5,9,1
"1917","No","no",175.5,103,242.9,96,11.8,3,1
"1918","No","no",150.1,120,266.7,105,11,3,2
"1919","No","no",189.5,99,225.9,112,14.2,2,1
"1920","Yes","no",70.8,94,230.8,125,9.5,1,6
"1921","No","no",215.5,102,214.5,106,8.6,6,1
"1922","No","no",101.7,105,136.2,119,9.4,6,3
"1923","No","no",258.4,132,182.4,87,9.7,8,4
"1924","No","no",242.4,126,318.3,115,11.8,6,1
"1925","No","no",131.8,82,305.5,101,11.3,2,1
"1926","No","no",190.2,102,247.5,102,9.8,6,2
"1927","No","no",154.1,104,196.2,92,9.8,4,2
"1928","No","no",188,127,150.3,64,15.3,3,3
"1929","No","no",103.1,70,141.1,92,11.2,5,1
"1930","No","no",175.4,130,260.6,96,11.6,4,0
"1931","No","no",145.4,93,214,96,10.9,1,1
"1932","No","yes",250.6,85,120.3,131,7.8,5,1
"1933","No","no",161.5,123,315,106,8.6,5,1
"1934","Yes","no",260.1,101,229.1,89,10,2,1
"1935","Yes","no",281.3,124,202.8,109,8.7,3,0
"1936","Yes","yes",130.1,90,244.7,80,13.6,5,3
"1937","No","no",102,118,188.6,105,11.4,3,2
"1938","No","no",218.7,104,99,117,12.1,4,1
"1939","No","no",128.5,86,254.4,85,6.8,6,1
"1940","Yes","no",128.7,100,178.1,135,9.2,4,2
"1941","No","no",172.2,92,250.3,101,8.7,4,1
"1942","No","no",199.2,124,289.2,135,7.6,3,1
"1943","No","no",184.5,98,279.2,91,8.8,3,2
"1944","No","no",168.6,99,243.3,92,10.9,7,0
"1945","No","no",174,118,218.2,90,6.7,3,1
"1946","No","no",230.4,65,107.3,88,8.5,3,1
"1947","No","no",198.2,73,146.4,73,5.1,5,1
"1948","No","no",186.1,96,230.6,100,8,4,0
"1949","No","no",148.5,105,255.2,114,6.8,2,1
"1950","No","no",157.1,109,181.5,91,10,8,0
"1951","Yes","no",155,110,176.1,84,7,4,4
"1952","No","yes",129.3,123,154.5,102,9.6,7,1
"1953","No","no",188.5,77,218.2,127,6.1,6,1
"1954","No","no",208.8,120,221.6,130,11.1,5,0
"1955","Yes","no",238,82,193.1,134,11.8,10,0
"1956","No","no",211.1,103,193.9,70,5.6,4,0
"1957","No","no",198.9,87,159.8,76,12.6,4,3
"1958","No","no",212.8,79,156.2,113,10.2,2,1
"1959","No","no",137.4,126,130.3,64,12.4,2,3
"1960","No","no",191.8,75,200.5,62,12.8,3,2
"1961","No","no",149,92,163.3,93,13.9,11,0
"1962","No","no",117.1,118,162.2,84,11.1,4,3
"1963","No","no",108,79,252.1,92,10.4,3,3
"1964","No","no",112.8,133,142.7,105,10.1,5,0
"1965","No","no",175.9,105,188.3,98,11,6,1
"1966","Yes","no",236.6,109,212.3,118,11.1,2,1
"1967","No","no",169.4,102,234.3,89,2,7,1
"1968","No","no",129.6,79,172.1,124,9.4,10,3
"1969","No","no",177.1,97,174.1,94,8,6,1
"1970","No","no",133.3,63,272.9,107,13.5,2,1
"1971","No","no",167.8,121,208.2,73,13,3,5
"1972","No","no",174.6,107,234.7,92,9,4,1
"1973","No","no",150.3,101,136.7,62,12.5,4,2
"1974","No","no",283.2,110,149.5,80,6.3,1,5
"1975","Yes","no",157.8,83,271.5,100,8.7,2,5
"1976","No","no",141.2,132,171.4,72,7,2,2
"1977","No","no",230.2,106,215.4,108,10.4,2,1
"1978","Yes","yes",237.8,92,167.8,86,15.6,6,2
"1979","Yes","yes",204,84,164,102,13.3,3,3
"1980","No","no",221.1,106,202.7,90,7.4,3,1
"1981","No","no",177.2,93,314.1,144,12.7,2,4
"1982","No","no",118,133,214.4,122,5.3,5,1
"1983","No","no",163.8,73,192.9,95,15.7,4,0
"1984","No","no",141.3,96,223.7,85,9.4,3,3
"1985","Yes","no",272.5,119,159.1,94,16.4,5,3
"1986","No","no",118.9,112,180.1,111,8.2,5,2
"1987","No","no",7.9,100,156.6,89,12.1,1,0
"1988","No","no",159.5,96,138.6,106,10.2,4,0
"1989","No","no",150.2,70,212.5,128,12.1,2,1
"1990","No","no",144.5,35,226.5,82,12,7,2
"1991","No","no",140.7,88,229.9,125,12.4,4,2
"1992","No","no",169.2,123,179.4,107,12.6,3,1
"1993","No","no",220.8,77,183.9,100,7.6,3,2
"1994","No","no",216.3,96,214,110,4.5,3,0
"1995","No","no",169.5,96,98.2,70,10.6,7,0
"1996","No","no",256.3,119,215.5,130,11.7,1,1
"1997","No","no",179.7,128,185.3,120,7.6,3,1
"1998","No","no",266,120,165.8,63,13.1,6,3
"1999","No","no",96.7,97,171.7,88,9.7,3,2
"2000","No","no",82.7,116,159,54,10.9,9,0
"2001","No","no",168.2,87,192.4,112,10.1,3,3
"2002","Yes","no",286.4,109,214.2,152,10.7,14,1
"2003","No","no",174.3,95,258.2,105,12.9,5,3
"2004","No","yes",190.6,100,189.9,136,13,6,1
"2005","No","no",175.5,86,245.2,100,17.8,3,4
"2006","No","no",133.4,102,196.9,103,11.1,7,1
"2007","No","no",204.6,96,210.5,82,6.6,2,3
"2008","No","no",242.2,88,188.5,121,6.2,6,3
"2009","No","no",253.1,112,95,98,11.9,4,3
"2010","No","no",130,110,178.7,105,8.3,4,0
"2011","No","no",105.9,151,170.9,67,12.7,7,0
"2012","No","no",194.2,98,192,123,9.3,7,3
"2013","No","no",183.8,111,160.7,105,6.1,2,1
"2014","No","no",196.5,82,163.2,99,10.8,2,2
"2015","No","no",184.5,81,183.4,96,13.7,3,3
"2016","No","no",261.9,113,145.2,74,13.8,4,0
"2017","No","no",202.4,118,177.4,112,9.2,5,3
"2018","No","no",167.4,113,192.6,113,9.5,4,3
"2019","No","no",167.7,104,203.9,117,7.5,11,1
"2020","No","no",191.7,109,149.4,93,11.1,4,1
"2021","No","no",240.2,78,217,83,5.2,1,2
"2022","No","no",189.1,112,199.3,104,11.1,4,1
"2023","No","no",127.7,67,172.9,92,10.6,7,1
"2024","No","no",205.2,106,189.5,75,13.4,3,1
"2025","No","no",153.6,93,161.3,91,12.6,3,2
"2026","No","no",154.5,129,180.9,145,13.4,3,2
"2027","No","no",153.7,109,256.1,114,14.1,6,1
"2028","No","yes",171.2,138,227.6,97,10.8,3,1
"2029","Yes","no",328.1,106,303.5,114,8.7,3,1
"2030","Yes","yes",145.9,69,180.9,106,14.4,10,0
"2031","No","no",201.2,76,154.2,110,11.8,1,1
"2032","No","no",139.1,72,207.2,121,11.4,9,5
"2033","No","no",118.9,128,194.8,61,13.2,10,2
"2034","Yes","no",217.6,87,250.7,65,10.4,4,2
"2035","No","no",145,133,328.5,112,14.6,2,1
"2036","No","no",203.5,89,212.9,71,8.7,3,3
"2037","No","no",240.1,115,133.4,122,8,6,3
"2038","No","no",83.8,121,158.6,108,6.7,8,1
"2039","Yes","no",269.8,106,257.5,106,10.1,8,1
"2040","No","no",126.3,84,192.5,129,10.6,2,1
"2041","No","no",88.1,125,269.9,85,9.7,1,2
"2042","No","no",218.5,61,151.1,103,9.9,4,2
"2043","No","no",236.8,61,181.1,91,11.2,8,1
"2044","No","no",124.1,117,162.9,84,6.4,5,3
"2045","No","yes",184.2,132,212.8,114,10,10,0
"2046","No","no",222.7,133,101.8,94,13.6,4,4
"2047","No","no",149.2,98,248.9,119,11.1,5,1
"2048","No","no",206.5,125,220.6,95,12.2,4,3
"2049","No","no",159.7,102,244.1,127,9.6,9,3
"2050","No","no",204.7,118,212.9,67,7,2,2
"2051","No","no",213.2,79,244.4,102,7.5,4,1
"2052","No","yes",269.6,121,219,98,8.2,6,1
"2053","No","no",116.7,92,214.3,112,9.7,6,2
"2054","No","no",263.4,101,102,146,13,4,0
"2055","No","no",140.2,97,120,126,7.1,2,1
"2056","No","no",197.7,101,142.1,103,13.5,3,1
"2057","No","no",136.2,92,196.9,116,13.3,7,3
"2058","No","no",88.5,87,228.7,96,11.5,3,2
"2059","No","no",215.3,58,279.8,105,12.1,9,0
"2060","Yes","no",269.2,104,257.6,61,8.9,2,3
"2061","No","no",203.8,118,225.1,105,7.3,5,0
"2062","No","no",268.4,112,117.6,102,10.3,3,0
"2063","No","no",159.1,104,220.4,116,10.3,4,1
"2064","No","no",114.4,122,253.1,109,10.1,5,2
"2065","No","no",138.9,65,232.4,82,9.2,3,2
"2066","No","no",186,55,148.1,83,12.2,6,1
"2067","No","no",170.4,91,219.6,122,15.1,5,0
"2068","No","no",164.5,95,149.9,91,9.9,3,4
"2069","No","no",168.6,121,95.3,59,12.3,4,1
"2070","Yes","no",261.2,119,176,112,9.8,2,0
"2071","No","no",190.5,91,162.4,113,13.1,5,1
"2072","No","no",181.1,121,246.7,81,4.2,9,2
"2073","No","no",177.1,131,153.6,88,6.5,6,3
"2074","No","no",160.5,114,233.5,121,11.3,4,1
"2075","No","no",134.7,116,195.5,121,6.6,5,2
"2076","No","no",198.2,107,199.1,139,8.8,1,2
"2077","Yes","yes",228.9,134,208,120,10.1,2,4
"2078","No","no",241.7,137,277.6,123,13.1,3,0
"2079","No","no",131.1,108,89.7,81,4.3,4,1
"2080","No","no",234.1,101,237.4,89,13.1,9,2
"2081","No","no",200.1,72,236,68,11.9,5,0
"2082","No","no",154,107,287.6,95,10.1,7,1
"2083","No","no",224.2,106,222.8,75,9.8,4,0
"2084","No","no",148.3,83,155.6,104,8.3,6,3
"2085","No","no",174.6,76,214.4,91,8.8,5,2
"2086","No","no",138.5,110,215.6,103,11.1,7,1
"2087","No","no",109,69,228.3,80,12.6,2,1
"2088","No","no",162.3,99,214.7,114,11.1,8,4
"2089","No","no",210.8,84,157.6,99,16.4,3,2
"2090","No","no",142.4,107,224.1,108,11.1,7,1
"2091","No","no",223.5,104,140.1,90,10.6,5,2
"2092","No","no",182.5,65,149.2,82,7.5,2,2
"2093","No","no",219.6,97,205.7,101,10.8,4,2
"2094","No","no",193.6,66,176.4,107,12.9,3,0
"2095","No","no",192.4,111,175.8,82,11,6,0
"2096","No","no",236.2,122,153.6,104,13.3,4,0
"2097","No","no",233.2,88,118,71,16.1,4,0
"2098","No","no",158.8,53,189.3,87,9.8,4,2
"2099","No","no",126.1,112,184.4,95,9.8,4,1
"2100","Yes","no",290.4,108,263.3,126,10.1,5,3
"2101","No","no",60.6,113,132.8,99,13.3,7,0
"2102","No","no",148.4,95,206,106,6.9,6,0
"2103","No","no",246.5,108,179.6,99,12.7,3,2
"2104","Yes","no",298.1,112,214.7,88,9.7,4,2
"2105","No","no",119.3,82,157,74,10.9,4,2
"2106","No","no",242.5,82,154,86,9.6,7,0
"2107","Yes","yes",222.1,89,218.8,102,13.6,2,0
"2108","Yes","no",236.2,135,227,77,10.1,6,2
"2109","No","no",144.2,87,169.3,87,9.5,4,0
"2110","No","no",154.6,100,160,112,12.6,1,3
"2111","No","no",137.4,100,188.2,93,10.2,6,2
"2112","No","no",103.7,93,329.3,66,14.4,1,0
"2113","Yes","no",136.6,112,161.1,78,12.2,2,4
"2114","Yes","no",289.8,101,242.8,76,11.7,4,2
"2115","No","no",260.9,85,178.3,91,13.3,5,3
"2116","Yes","yes",196.2,129,232.4,108,15.2,1,0
"2117","No","no",195.6,71,148.6,87,14.2,4,1
"2118","No","no",222.2,96,184.9,120,11.9,7,4
"2119","Yes","yes",172.9,119,226.4,100,9.8,1,0
"2120","Yes","no",249.8,109,231.8,78,11.6,4,0
"2121","No","no",154.5,84,229.8,82,13.7,3,1
"2122","No","no",90.4,108,146.5,111,12.7,2,1
"2123","No","no",268.8,78,271.9,102,16.4,3,0
"2124","No","no",106.1,95,192.5,69,8.1,3,1
"2125","No","no",27,117,279.5,96,10.7,3,3
"2126","No","no",140.1,59,257.9,73,3.8,10,1
"2127","No","no",245,112,262.9,105,9.7,6,1
"2128","No","no",196.7,85,216.6,112,11.2,5,3
"2129","No","no",131.2,98,221.7,96,10.2,6,2
"2130","No","no",149.6,96,293.5,135,7.4,4,2
"2131","No","no",239.8,70,168.6,112,10.9,10,1
"2132","No","no",142.1,77,253.4,88,11,4,1
"2133","No","no",115.4,137,185.7,113,6,3,3
"2134","No","no",193,99,197.6,91,10.3,8,2
"2135","No","no",206.1,49,256.7,74,13,1,1
"2136","No","no",160.3,138,150.4,120,11.2,2,0
"2137","No","no",199.9,108,180.6,103,11.3,7,1
"2138","No","no",213.1,105,163.4,93,8.9,3,0
"2139","No","no",178.3,102,239.7,119,10.9,1,3
"2140","Yes","yes",252.3,120,284.6,95,12,5,3
"2141","No","no",197.7,64,244.4,81,13.2,5,4
"2142","No","no",111.1,105,248.1,108,6.6,3,2
"2143","Yes","no",96.5,86,146.4,106,12.5,3,1
"2144","No","no",156.9,109,189.1,103,11.3,5,3
"2145","No","no",123.3,78,165.9,78,12.7,2,1
"2146","No","no",193.7,108,293.7,72,10.8,5,1
"2147","No","yes",206.9,134,155.7,86,10.9,4,0
"2148","Yes","no",249.8,96,166.8,108,12.7,4,3
"2149","No","no",144,102,227.7,91,10,7,1
"2150","No","no",299.5,83,146.7,88,11.6,5,0
"2151","Yes","no",226,127,181.2,132,12.6,4,2
"2152","No","no",137.6,106,273.7,110,9.6,6,2
"2153","No","yes",211.7,121,146.7,89,11.1,3,1
"2154","No","no",89.7,80,145.7,120,9.5,4,2
"2155","No","yes",197.6,126,285.3,104,12.5,8,2
"2156","Yes","no",270,102,168.5,104,12,5,2
"2157","No","no",224.7,116,212.2,98,11.3,11,3
"2158","No","no",194.3,99,229.5,99,10.2,2,2
"2159","Yes","yes",47.7,89,235.2,97,13.2,3,0
"2160","No","no",190.1,105,279.8,105,13,2,1
"2161","Yes","yes",89.5,94,172.9,76,7.9,1,1
"2162","No","no",182.6,83,196,57,12.1,5,0
"2163","No","no",205.5,86,214.2,104,6.9,4,1
"2164","No","no",231.5,82,211,118,7.4,10,1
"2165","Yes","yes",251.3,69,118.3,112,9.9,1,3
"2166","No","no",171.2,103,178.2,92,13,3,2
"2167","No","no",197.9,89,138.3,85,11.2,2,2
"2168","No","no",134.8,94,238.4,109,6.7,8,1
"2169","No","no",191.4,114,109.3,99,10.3,3,1
"2170","No","no",174.5,65,238.5,86,10.6,2,0
"2171","No","no",177.4,125,254.1,72,10.9,4,0
"2172","No","no",182.1,89,207.4,124,6.8,1,1
"2173","No","no",222.4,85,208.4,97,11.2,4,0
"2174","Yes","yes",47.8,120,152.6,96,13.3,7,0
"2175","No","no",121.8,97,150.7,92,10.3,5,1
"2176","No","no",143.5,121,174.9,82,8.8,5,3
"2177","No","no",164.9,68,229.4,104,7.8,4,2
"2178","No","no",193.6,58,282.5,105,13.1,1,2
"2179","No","no",101.1,121,137.7,74,7.3,5,0
"2180","No","no",92.3,88,99.3,119,11.6,3,2
"2181","No","no",168.9,128,266.3,105,2.9,7,2
"2182","No","no",219.2,102,192.4,117,15,5,1
"2183","No","no",178.1,130,243,93,13,4,0
"2184","No","no",146.5,101,176,98,14,6,3
"2185","No","no",172.3,116,228.2,90,11.8,5,1
"2186","No","no",190.9,143,191.4,87,13,3,1
"2187","Yes","no",232.1,74,226.5,119,10.9,2,3
"2188","Yes","no",169.2,124,216.5,64,12.4,4,4
"2189","No","no",123.8,107,237.6,78,7.3,4,2
"2190","No","no",96,117,162.2,127,9.7,4,3
"2191","No","no",93.4,106,189,104,10.9,1,1
"2192","No","no",90.6,130,137.4,74,5.4,9,1
"2193","No","no",152.9,81,173.6,112,5.3,6,2
"2194","No","no",257.9,92,189.3,104,9.4,2,2
"2195","No","yes",85.2,98,243.6,104,9,3,2
"2196","No","no",160,72,208.3,101,6.1,10,1
"2197","No","no",182.9,54,142.3,116,11.5,4,0
"2198","No","no",216.2,67,192,95,3.1,1,2
"2199","No","no",261.7,105,100.9,131,3.3,5,0
"2200","No","no",241.2,105,245.3,59,8.5,4,2
"2201","No","no",177.2,142,213.2,51,8.4,6,1
"2202","No","no",89.5,128,193.1,94,14,3,2
"2203","No","yes",200.3,72,151.1,92,10.4,3,1
"2204","Yes","yes",145,103,239.8,120,11,2,4
"2205","No","no",159.5,99,173.9,126,6.8,3,2
"2206","No","no",151.8,106,233.5,112,11.2,8,3
"2207","No","no",176.2,120,152.5,104,10.6,4,1
"2208","No","no",152.1,95,198,126,9.8,5,0
"2209","No","no",161.3,122,224.7,104,9.6,3,1
"2210","No","yes",171.7,78,157.9,106,6.8,3,3
"2211","Yes","no",278.9,110,255.2,84,11.7,7,0
"2212","No","no",213,121,189.8,99,11.1,3,4
"2213","No","no",242.9,67,177.3,130,4.8,12,1
"2214","Yes","no",217.2,121,197.1,71,12.4,2,0
"2215","No","no",175.9,111,150.8,122,13,7,1
"2216","Yes","no",303.2,133,227.6,80,11.5,3,0
"2217","No","no",238.9,107,181.1,84,11.8,3,2
"2218","No","no",189.6,42,179.6,126,11.4,5,2
"2219","Yes","no",133.3,94,219,78,11.3,5,5
"2220","No","no",92.7,107,225.6,86,9.9,4,3
"2221","No","no",177.2,72,200.8,87,8.6,7,3
"2222","No","no",184.5,103,169.7,70,10.2,6,2
"2223","No","no",176.1,109,269.1,94,12.1,9,0
"2224","No","no",204.7,108,165.8,84,11,4,6
"2225","No","no",143.6,80,215.6,84,15.5,5,2
"2226","No","no",179.3,93,253.2,88,12.1,5,1
"2227","No","no",137.3,100,152.7,92,10.5,2,1
"2228","No","no",237.8,92,217.4,90,10.2,6,2
"2229","No","no",203.7,92,154.2,66,7.6,5,2
"2230","No","no",191.3,95,249.4,86,17.6,5,2
"2231","No","yes",209.1,141,119.4,111,7.8,3,2
"2232","No","no",88.8,104,172.7,107,7.1,9,3
"2233","No","no",97.2,88,261.6,105,12.4,5,0
"2234","No","no",137.9,96,255.7,125,11,5,1
"2235","No","no",224.3,112,159.4,83,10,1,2
"2236","No","no",207.6,65,232.8,95,9.7,3,1
"2237","No","no",268.1,95,220.8,121,14.4,6,2
"2238","Yes","no",166.7,61,242.7,131,6.8,7,4
"2239","Yes","no",267.1,104,230.6,106,17.3,4,1
"2240","No","no",181.8,108,206.6,96,9.3,3,2
"2241","No","no",147.1,80,160.7,106,13.7,7,0
"2242","No","no",37.7,115,226.6,101,4.9,3,1
"2243","No","no",185,88,212.4,105,11.4,3,2
"2244","No","no",156.4,108,196.1,96,8.6,4,2
"2245","No","no",239.3,84,232.6,104,10.9,3,1
"2246","No","no",215.5,129,128.3,91,8.8,5,2
"2247","No","no",134.9,70,188.5,105,11.3,6,1
"2248","No","no",194.8,116,194.1,100,12.8,3,0
"2249","No","no",239.1,105,268.2,130,13.3,3,5
"2250","No","no",92.6,85,159.8,72,14.4,4,3
"2251","No","no",209.4,133,291.2,123,7.2,4,1
"2252","No","no",197.6,83,94,98,6.4,6,1
"2253","No","no",17.6,121,203.1,82,10.6,6,1
"2254","No","yes",62.9,112,259,58,8.9,8,1
"2255","No","no",202.3,97,257.6,64,6.7,3,1
"2256","No","no",136.1,116,131.4,108,11.3,4,0
"2257","No","no",207,109,238.2,117,2.6,6,1
"2258","No","no",207.9,95,221.3,92,13.5,3,1
"2259","Yes","yes",276.5,122,210.3,78,7.2,3,1
"2260","No","no",313.8,87,192.7,97,10.1,7,3
